Order_Number,Customer_identifier,Order_Date,City,Region,State_Code,Country_Code,Cart_Discount_Amount,Order_Subtotal_Amount,Shipping_Method_Title,Currency,Currency_Symbol,Order_Shipping_Amount,Order_Refund_Amount,Order_Total_Amount,Order_Total_Tax_Amount,SKU,Item_#,Item_Name,Quantity_(- Refund),Item_Cost,Coupon_Code,Discount_Amount,Discount_Amount_Tax,Attribution,Website
541,802,21/12/2023,Bristol,South West,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
539,803,20/12/2023,Biggleswade,East of England,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
538,804,20/12/2023,London,Greater London,England,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
531,805,15/12/2023,Abingdon,South East,England,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
529,806,14/12/2023,Richmond,Greater London,Surrey,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,8 Week Trial,1,35.98,discount,9,0,Unknown,Woocommerce
524,807,12/12/2023,Bristol,South West,England,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
407,807,27/10/2023,Bristol,South West,England,GB,6,35.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,35.98,discount,6,0,Unknown,Woocommerce
204,807,04/06/2023,Bristol,South West,England,GB,0,59.96,Shipping,GBP,£,3.99,0,63.95,10,,1,Two Months' Supply,2,29.98,,,,Unknown,Woocommerce
100,807,04/03/2023,Bristol,South West,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
27,807,17/01/2023,Bristol,South West,England,GB,0,29.98,Shipping,GBP,£,3.99,0,33.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
522,808,12/12/2023,Lisburn,Northern Ireland,County Down,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
441,808,10/11/2023,Lisburn,Northern Ireland,County Down,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
521,809,11/12/2023,Ruislip,Greater London,Middx,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
518,810,11/12/2023,Chard,South West,Somerset,GB,17.99,71.96,Shipping,GBP,£,3.99,0,57.96,9,,1,Two Months' Supply,2,35.98,discount,17.99,0,Unknown,Woocommerce
516,811,10/12/2023,Stafford,West Midlands,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
435,811,06/11/2023,Stafford,West Midlands,England,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
371,811,10/10/2023,Stafford,West Midlands,,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
513,812,07/12/2023,London,Greater London,,GB,0,71.96,Shipping,GBP,£,2.99,0,74.95,12,,1,Two Months' Supply,2,35.98,,,,Unknown,Woocommerce
399,812,20/10/2023,London,Greater London,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
507,813,05/12/2023,Bristol,South West,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
503,814,04/12/2023,Pontyclun,Wales,Wales,GB,0,164.89,Shipping,GBP,£,3.99,0,168.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
254,814,14/07/2023,Pontyclun,Wales,Wales,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
496,815,30/11/2023,Stroud,South West,Gloucestershire,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
212,815,10/06/2023,Stroud,South West,Gloucestershire,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
151,815,13/04/2023,Stroud,South West,Gloucestershire,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
47,815,18/01/2023,Stroud,South West,,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
489,816,27/11/2023,Prudhoe,North East,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
487,817,27/11/2023,"Winchester, Hampshire",South East,Hampshire,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
394,817,19/10/2023,"Winchester, Hampshire",South East,Hampshire,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
485,818,26/11/2023,Matlock,East Midlands,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
343,818,25/09/2023,Matlock,East Midlands,Derbyshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
484,819,26/11/2023,Llanbradach,Wales,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
480,820,23/11/2023,Coleraine,Northern Ireland,Derry,GB,41.22,164.89,Shipping,GBP,£,2.99,0,126.66,20.61,SQ0940587,1,Twelve months' supply,1,164.89,discount,41.22,0,Unknown,Woocommerce
479,821,23/11/2023,Clevedon,South West,North Somerset,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
165,821,30/04/2023,Clevedon,South West,North Somerset,GB,0,89.94,Shipping,GBP,£,2.99,0,92.93,14.99,,1,Two Months' Supply,3,29.98,,,,Unknown,Woocommerce
94,821,27/02/2023,Clevedon,South West,North Somerset,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
51,821,18/01/2023,Clevedon,South West,England,GB,0,29.98,Shipping,GBP,£,3.99,0,33.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
478,822,23/11/2023,Bournemouth,South West,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
477,823,23/11/2023,London,Greater London,,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
471,823,19/11/2023,London,Greater London,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
393,823,19/10/2023,London,Greater London,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
316,823,07/09/2023,London,Greater London,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
476,824,22/11/2023,Bath,South West,England,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
302,824,31/08/2023,Bath,South West,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
245,824,05/07/2023,Bath,South West,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
43,824,18/01/2023,Bristol,South West,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
475,825,21/11/2023,Southport,North West,Merseyside,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
473,826,21/11/2023,Taunton,South West,Somerset,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
365,826,08/10/2023,Taunton,South West,Somerset,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
469,827,18/11/2023,Wrexham,Wales,Flintshire,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
464,828,18/11/2023,Huddersfield,Yorkshire and the Humber,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
463,829,17/11/2023,Workington,North West,England,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
401,829,23/10/2023,Workington,North West,England,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
462,830,17/11/2023,Preston,North West,Lancashire,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
457,831,14/11/2023,Shipston-On-Stour,West Midlands,Warks,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
379,832,12/10/2023,Gillingham,South East,,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
454,832,13/11/2023,"Rainham, Gillingham",South East,kent,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
452,833,13/11/2023,Bristol,South West,Avon,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
72,833,25/01/2023,Bristol,South West,Avon,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
450,834,12/11/2023,Southall,Greater London,Middlesex,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
449,835,12/11/2023,Asthall,South East,Oxon,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
361,835,07/10/2023,Asthall,South East,,GB,5,19.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,One Month's Supply,1,19.99,discount,5,0,Unknown,Woocommerce
314,835,06/09/2023,Asthall,South East,Oxon,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
281,835,13/08/2023,Asthall,South East,,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
275,835,08/08/2023,Asthall,South East,Oxon,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
448,836,12/11/2023,Essen,Germany,NRW,DE,0,35.98,Shipping,GBP,£,9.99,0,45.97,7.34,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
446,837,11/11/2023,Skibby,Denmark,,DK,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.6,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
445,838,11/11/2023,Bury St. Edmunds,East of England,Suffolk,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
438,839,09/11/2023,Hamburg,Germany,HH,DE,0,35.98,Shipping,GBP,£,6.99,0,42.97,6.86,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
437,840,07/11/2023,London,Greater London,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
377,840,11/10/2023,London,Greater London,London,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
430,841,04/11/2023,Buxton,East Midlands,Derbyshire,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
428,842,03/11/2023,"Up Hatherley, Cheltenham",South West,United Kingdom (+44),GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
423,843,01/11/2023,Greater Manchester,North West,,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
422,844,01/11/2023,Bude,South West,Cornwall,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
224,845,20/06/2023,Buxton,East Midlands,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
159,845,25/04/2023,Buxton,East Midlands,Derbyshire,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
419,845,31/10/2023,Tideswell,East Midlands,Derbyshire,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
115,845,10/03/2023,Tideswell,East Midlands,Derbyshire,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
418,846,31/10/2023,Watford,South East,England,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
417,847,30/10/2023,Altrincham,North West,Cheshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
415,848,29/10/2023,Claverham,South West,North Somerset,GB,5,19.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,One Month's Supply,1,19.99,discount,5,0,Unknown,Woocommerce
413,849,29/10/2023,Ashtead,South East,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
412,850,28/10/2023,Birmingham,West Midlands,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
410,851,28/10/2023,London,Greater London,,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
406,852,25/10/2023,Hessle,Yorkshire and the Humber,East Yorkshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
404,853,24/10/2023,Helston,South West,Cornwall,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
358,853,05/10/2023,Helston,South West,Cornwall,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
398,854,20/10/2023,Chelmsford,East of England,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
392,855,18/10/2023,South Petherton,South West,,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
390,856,17/10/2023,Tewkesbury,South West,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
388,857,16/10/2023,Bratislava,Slovakia,Bratislavský kraj,SK,0,35.98,Shipping,GBP,£,9.99,0,45.97,7.66,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
387,858,15/10/2023,Harrogate,Yorkshire and the Humber,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
385,859,14/10/2023,Aberdeen,Scotland,Scotland,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
383,860,13/10/2023,Aylesbury,South East,Bucks,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
374,861,11/10/2023,Cork,Ireland,Cork,IE,0,19.99,Shipping,GBP,£,6.99,0,26.98,5.05,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
373,862,11/10/2023,Sutton,Greater London,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
372,863,11/10/2023,Stamford,East Midlands,Lincs,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
369,864,10/10/2023,Bristol,South West,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
367,865,09/10/2023,West Drayton,Greater London,United Kingdom,GB,0,71.96,Shipping,GBP,£,3.99,0,75.95,12,,1,Two Months' Supply,2,35.98,,,,Unknown,Woocommerce
366,866,08/10/2023,Ludlow,West Midlands,Shropshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
356,867,04/10/2023,Gillingham,South East,Kent,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
253,867,14/07/2023,Gillingham,South East,Kent,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
141,867,02/04/2023,Rochester,South East,Kent,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
354,868,02/10/2023,Bristol,South West,County (optional),GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
350,869,01/10/2023,Wakefield,Yorkshire and the Humber,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
282,869,14/08/2023,Wakefield,Yorkshire and the Humber,England,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
264,870,25/07/2023,St Albans,South East,England,GB,0,29.98,Shipping,GBP,£,3.99,0,33.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
349,870,01/10/2023,St Alban'S,South East,Hertfordshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
345,871,26/09/2023,London,Greater London,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
341,872,24/09/2023,Rueil-Malmaison,France,IDF,FR,0,35.98,Shipping,GBP,£,6.99,0,42.97,7.16,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
340,873,24/09/2023,Sheffield,Yorkshire and the Humber,England,GB,6,35.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,35.98,discount,6,0,Unknown,Woocommerce
339,874,24/09/2023,Haywards Heath,South East,WEST SUSSEX,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
337,875,18/09/2023,Bristol,South West,Avon,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
336,876,18/09/2023,Bristol,South West,,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
334,877,18/09/2023,Peterborough,East of England,Cambs,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
333,878,17/09/2023,Northampton,East Midlands,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
332,879,17/09/2023,"Bletchley, Milton Keynes",South East,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
331,880,16/09/2023,Cambridge,East of England,Cambridgeshire,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
330,881,14/09/2023,Beagh (Kearns),Ireland,MN,IE,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.04,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
7,881,04/11/2022,Craigavon,Northern Ireland,Northern Ireland,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,0,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
109,881,07/03/2023,Lurgan,Northern Ireland,Craigavon,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
328,882,14/09/2023,Bath,South West,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
327,883,14/09/2023,Gosport,South East,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
261,883,22/07/2023,Gosport,South East,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
326,884,13/09/2023,Matlock,East Midlands,Derbyshire,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
319,885,09/09/2023,Sandbach,North West,Select,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
318,886,07/09/2023,Alkmaar,Netherlands,Nederland,NL,0,35.98,Shipping,GBP,£,6.99,0,42.97,7.46,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
317,887,07/09/2023,Bristol,South West,,GB,6,35.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,35.98,discount,6,0,Unknown,Woocommerce
238,887,02/07/2023,Bristol,South West,,GB,4.5,29.98,Shipping,GBP,£,2.99,0,28.47,4.24,,1,Two Months' Supply,1,29.98,discount,4.5,0,Unknown,Woocommerce
181,887,10/05/2023,Bristol,South West,,GB,4.5,29.98,Shipping,GBP,£,2.99,0,28.47,4.24,,1,Two Months' Supply,1,29.98,discount,4.5,0,Unknown,Woocommerce
69,887,23/01/2023,Bristol,South West,,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
312,888,04/09/2023,Clitheroe,North West,Lancashire,GB,5,19.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,One Month's Supply,1,19.99,discount,5,0,Unknown,Woocommerce
310,889,03/09/2023,Wakefield,Yorkshire and the Humber,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
252,889,13/07/2023,Wakefield,Yorkshire and the Humber,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
304,890,01/09/2023,København,Denmark,,DK,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.6,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
214,890,13/06/2023,København,Denmark,,DK,3,29.98,Shipping,GBP,£,6.99,0,33.97,6.8,,1,Two Months' Supply,1,29.98,discount,3,0,Unknown,Woocommerce
298,891,26/08/2023,Tumba,Sweden,Stockholms län,SE,0,19.99,Shipping,GBP,£,6.99,0,26.98,5.4,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
297,892,25/08/2023,Benfleet,East of England,Essex,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
295,893,24/08/2023,Cascais,Portugal,Lisboa,PT,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.04,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
293,894,21/08/2023,Bristol,South West,England,GB,6,35.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,35.98,discount,6,0,Unknown,Woocommerce
210,894,09/06/2023,Bristol,South West,England,GB,0,59.96,Shipping,GBP,£,2.99,0,62.95,10,,1,Two Months' Supply,2,29.98,,,,Unknown,Woocommerce
131,894,24/03/2023,Bristol,South West,Avon,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
291,895,20/08/2023,Truro,South West,Cornwall,GB,9,35.98,Shipping,GBP,£,3.99,0,30.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
287,896,17/08/2023,Dublin,Ireland,Dublin,IE,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.04,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
285,897,16/08/2023,Plymouth,South West,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
283,898,15/08/2023,Kraków,Poland,,PL,0,35.98,Shipping,GBP,£,6.99,0,42.97,8.04,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
280,899,11/08/2023,Glasgow,Scotland,,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
